num_iter,loss_batch
1,2.6553499698638916
2,2.4926881790161133
3,2.247739553451538
4,1.9803447723388672
5,2.430199146270752
6,2.149275779724121
7,2.322812080383301
8,2.3549749851226807
9,2.363611936569214
10,2.217181921005249
11,2.5072882175445557
12,2.0313243865966797
13,2.3055644035339355
14,2.177685260772705
15,1.914506196975708
16,2.098405361175537
17,1.82819402217865
18,1.9367256164550781
19,2.2174887657165527
20,2.263136386871338
21,2.3328070640563965
22,1.6886804103851318
23,1.7280315160751343
24,1.9795522689819336
25,1.7628520727157593
26,2.6042492389678955
27,2.3767940998077393
28,2.262855052947998
29,1.6503520011901855
30,1.9297682046890259
31,1.7430908679962158
32,2.463838577270508
33,2.2738285064697266
34,1.7244205474853516
35,1.9197099208831787
36,1.6022650003433228
37,1.569246530532837
38,1.83037269115448
39,1.959895133972168
40,1.7380021810531616
41,1.8461953401565552
42,1.7969567775726318
43,1.7027400732040405
44,2.0370395183563232
45,2.1172585487365723
46,1.8750255107879639
47,1.9668697118759155
48,1.6177831888198853
49,2.0714921951293945
50,1.57816743850708
51,1.8316898345947266
52,1.5460503101348877
53,1.342535138130188
54,1.3729528188705444
55,1.6112926006317139
56,1.5870181322097778
57,1.472846269607544
58,1.7978564500808716
59,1.2960237264633179
60,1.4512982368469238
61,1.3483935594558716
62,1.2292239665985107
63,1.3461304903030396
64,1.4408659934997559
65,1.3372437953948975
66,1.1364965438842773
67,1.4458003044128418
68,1.217665195465088
69,1.219268560409546
70,1.6132731437683105
71,1.368680477142334
72,1.7679964303970337
73,1.4794490337371826
74,1.766951322555542
75,1.3993747234344482
76,1.5173368453979492
77,1.412538766860962
78,1.2533537149429321
79,1.1705992221832275
80,1.6719365119934082
81,1.3816981315612793
82,1.2247769832611084
83,1.0413269996643066
84,1.2703654766082764
85,1.2021437883377075
86,1.1598074436187744
87,1.3317091464996338
88,1.8692381381988525
89,2.3126375675201416
90,1.5513575077056885
91,1.659927248954773
92,1.5541185140609741
93,1.344618558883667
94,1.456966519355774
95,1.553719162940979
96,1.5227240324020386
97,1.1561954021453857
98,1.3340556621551514
99,1.368967056274414
100,1.3469268083572388
101,1.330175518989563
102,1.3061147928237915
103,1.3046221733093262
104,1.5020934343338013
105,1.0901046991348267
106,1.464545488357544
107,1.0972753763198853
108,1.1203340291976929
109,1.2094742059707642
110,1.5478699207305908
111,1.2932337522506714
112,1.1209065914154053
113,1.0295883417129517
114,1.186621069908142
115,1.1370052099227905
116,1.2864794731140137
117,1.128308653831482
118,1.0888160467147827
119,0.9612858295440674
120,0.9040926694869995
121,1.236106514930725
122,1.1529268026351929
123,1.0153008699417114
124,0.8440710306167603
125,1.1304905414581299
126,0.792020320892334
127,1.213089108467102
128,1.1941477060317993
129,1.192310094833374
130,0.8975119590759277
131,1.0792720317840576
132,1.1701732873916626
133,1.128523826599121
134,1.0720347166061401
135,0.9633040428161621
136,1.26820969581604
137,0.9304377436637878
138,0.8333603143692017
139,0.9368371963500977
140,0.9234123229980469
141,0.9914306998252869
142,1.058664083480835
143,1.3147484064102173
144,1.1871368885040283
145,1.098590612411499
146,1.0191926956176758
147,0.8885751366615295
148,0.8284890651702881
149,1.2743598222732544
150,1.0855671167373657
151,1.1961761713027954
152,1.2090401649475098
153,1.2735896110534668
154,1.235682487487793
155,0.9549858570098877
156,0.900894284248352
157,0.8194542527198792
158,1.0718162059783936
159,0.7951104640960693
160,1.083207130432129
161,1.028613567352295
162,1.1412657499313354
163,0.945196807384491
164,0.9235715270042419
165,0.8167478442192078
166,1.1847906112670898
167,0.866641104221344
168,0.8831611275672913
169,1.3878118991851807
170,1.7687262296676636
171,1.5118438005447388
172,1.2242568731307983
173,1.2171918153762817
174,1.1529945135116577
175,1.1653560400009155
176,0.9690086841583252
177,0.9838647842407227
178,1.310681700706482
179,1.2702975273132324
180,1.0754793882369995
181,1.0608490705490112
182,0.8507534265518188
183,1.0625675916671753
184,0.9758999943733215
185,0.9836113452911377
186,0.8540550470352173
187,0.8351163864135742
188,0.7818995714187622
189,0.8965178728103638
190,0.9356226921081543
191,0.7854586243629456
192,0.83292555809021
193,0.9465600252151489
194,0.8904936909675598
195,0.9054492115974426
196,1.0436946153640747
197,0.7988429665565491
198,0.8634267449378967
199,0.7974267601966858
200,0.9702388644218445
201,0.7730677723884583
202,0.7381923794746399
203,0.7674558162689209
204,0.7095125913619995
205,0.71186363697052
206,0.8050447106361389
207,0.8696242570877075
208,0.8525996804237366
209,0.8296900987625122
210,0.9322133660316467
211,0.9556211233139038
212,0.8479588031768799
213,0.7910325527191162
214,0.680681586265564
215,0.5736011862754822
216,0.6050437688827515
217,0.7279939651489258
218,0.8200041651725769
219,0.7331389784812927
220,0.8204627633094788
221,0.8076708316802979
222,0.7360180020332336
223,0.8058139085769653
224,0.6970937848091125
225,0.7953946590423584
226,0.6634255051612854
227,0.8908846974372864
228,0.7423360347747803
229,0.637179970741272
230,0.7114853262901306
231,0.7270448207855225
232,0.6365856528282166
233,0.8106500506401062
234,0.6901172995567322
235,0.6753621101379395
236,0.586553156375885
237,0.6436026692390442
238,0.7238305807113647
239,0.7620155811309814
240,0.7466447353363037
241,1.0283576250076294
242,0.8456709980964661
243,1.0272372961044312
244,0.9815348982810974
245,1.2088977098464966
246,0.9482542872428894
247,1.021770715713501
248,0.8639992475509644
249,0.7570175528526306
250,0.8049799799919128
251,0.7858129143714905
252,0.7871288657188416
253,0.7381393909454346
254,0.785926878452301
255,0.717201828956604
256,0.7307314872741699
257,0.7791752815246582
258,0.7606386542320251
259,0.732215404510498
260,0.7004844546318054
261,0.7601817846298218
262,0.5518774390220642
263,0.6666048765182495
264,0.6919299364089966
265,0.6664947867393494
266,0.5710651874542236
267,0.764590859413147
268,0.6777831315994263
269,0.8209257125854492
270,0.7575963735580444
271,0.724658727645874
272,0.6641006469726562
273,0.6060488820075989
274,0.6005271077156067
275,0.7126913070678711
276,0.5869805216789246
277,0.5359495878219604
278,0.6724256277084351
279,0.6518158316612244
280,0.6924892663955688
281,0.8013407588005066
282,0.781254231929779
283,0.7786148190498352
284,0.76214998960495
285,0.7688679695129395
286,0.7605000734329224
287,0.7164365649223328
288,0.6071546077728271
289,0.752774715423584
290,0.823688805103302
291,0.8107241988182068
292,0.8753385543823242
293,0.7724940180778503
294,0.6373780965805054
295,0.5967301726341248
296,0.5049769878387451
297,0.5894341468811035
298,0.5810765624046326
299,0.6220921277999878
300,0.5451914668083191
301,0.7470536828041077
302,0.6593389511108398
303,0.5710979700088501
304,0.6131462454795837
305,0.6168258786201477
306,0.7438690066337585
307,0.6301357746124268
308,0.6419692039489746
309,0.7990083694458008
310,0.6562299728393555
311,0.6810500025749207
312,0.8963361978530884
313,1.2725034952163696
314,0.9851556420326233
315,0.7722772359848022
316,0.6946159601211548
317,0.9078108668327332
318,0.9505103826522827
319,0.9240895509719849
320,0.7498480677604675
321,0.6762955188751221
322,0.9393159747123718
323,0.7254663109779358
324,0.8927741050720215
325,0.7568254470825195
326,0.7079891562461853
327,0.6317657828330994
328,0.7075594067573547
329,0.6815658807754517
330,0.6786808371543884
331,0.5902537703514099
332,0.6412258744239807
333,0.6350399255752563
334,0.5600378513336182
335,0.556003987789154
336,0.5521658658981323
337,0.8215829730033875
338,1.00296950340271
339,0.824021577835083
340,0.8506717681884766
341,0.9134503602981567
342,0.762327253818512
343,0.7127324938774109
344,0.7742540240287781
345,0.6833544373512268
346,0.6058570146560669
347,0.6313535571098328
348,0.6344641447067261
349,0.6207337379455566
350,0.6923404335975647
351,0.6328210234642029
352,0.6600978970527649
353,0.6423473954200745
354,0.5983508229255676
355,0.6707361936569214
356,0.6554699540138245
357,0.7212908267974854
358,0.5962560772895813
359,0.6192060708999634
360,0.5424833297729492
361,0.9093735814094543
362,0.7104296088218689
363,0.7232246398925781
364,0.7384342551231384
365,0.6523292660713196
366,0.6193132996559143
367,0.5662857890129089
368,0.5744125843048096
369,0.5233042240142822
370,0.5818194150924683
371,0.5475104451179504
372,0.6030169725418091
373,0.6484353542327881
374,0.6422121524810791
375,0.6140204668045044
376,0.6463653445243835
377,0.632788896560669
378,0.6220323443412781
379,0.5684024095535278
380,0.5887928605079651
381,0.5898796916007996
382,0.5511317253112793
383,0.5244595408439636
384,0.4823184609413147
385,0.5865570902824402
386,0.5901234149932861
387,0.5942015647888184
388,0.6475804448127747
389,0.513931393623352
390,0.5540416836738586
391,0.547797441482544
392,0.4794361889362335
393,0.5150917768478394
394,0.5487682819366455
395,0.5187708735466003
396,0.5682552456855774
397,0.531676173210144
398,0.4412672817707062
399,0.47965574264526367
400,0.5201984643936157
401,0.4162372350692749
402,0.6047847867012024
403,0.491461843252182
404,0.5336471796035767
405,0.4842372238636017
406,0.5056815147399902
407,0.44890591502189636
408,0.5057069659233093
409,0.7074587941169739
410,0.7482970356941223
411,0.6366609334945679
412,0.5728801488876343
413,0.507220447063446
414,0.6228490471839905
415,0.5240968465805054
416,0.49668288230895996
417,0.45811721682548523
418,0.48476117849349976
419,0.5133121609687805
420,0.4673496186733246
421,0.4777691066265106
422,0.48286986351013184
423,0.5071970224380493
424,0.5585192441940308
425,0.545514702796936
426,0.5721088647842407
427,0.5804506540298462
428,0.5018224716186523
429,0.6169734001159668
430,0.5288553237915039
431,0.5028982162475586
432,0.4689481258392334
433,0.5643861889839172
434,0.559859573841095
435,0.492710143327713
436,0.5882601737976074
437,0.5498971343040466
438,0.46466395258903503
439,0.4925518035888672
440,0.4784148037433624
441,0.46035337448120117
442,0.5526612401008606
443,0.5691151022911072
444,0.49686363339424133
445,0.49496275186538696
446,0.47045668959617615
447,0.4739895462989807
448,0.42634326219558716
449,0.4336565136909485
450,0.4909927546977997
451,0.5004634261131287
452,0.40899738669395447
453,0.4454796612262726
454,0.4699043333530426
455,0.493112713098526
456,0.402083158493042
457,0.5768585801124573
458,0.6321876049041748
459,0.8108886480331421
460,0.812677800655365
461,0.7341779470443726
462,0.6488794684410095
463,0.5681596398353577
464,0.5543630719184875
465,0.448261559009552
466,0.45491790771484375
467,0.4089493453502655
468,0.5531730651855469
469,0.48347756266593933
470,0.6679772138595581
471,0.5790731906890869
472,0.5656970739364624
473,0.5845624804496765
474,0.5366039276123047
475,0.45389336347579956
476,0.37678107619285583
477,0.3681888282299042
478,0.3949877619743347
479,0.3496245741844177
480,0.43129441142082214
481,0.5626667141914368
482,0.48222506046295166
483,0.6530174612998962
484,0.5638864636421204
485,0.5580776929855347
486,0.5298203229904175
487,0.43122896552085876
488,0.43240079283714294
489,0.4059330224990845
490,0.5485289096832275
491,0.44276028871536255
492,0.4946087896823883
493,0.45317625999450684
494,0.510115921497345
495,0.4108106195926666
496,0.4073600769042969
497,0.4507632851600647
498,0.4103817343711853
499,0.386500746011734
500,0.4242675304412842
501,0.4373350441455841
502,0.43880465626716614
503,0.4821777641773224
504,0.40494564175605774
505,0.4048880338668823
506,0.4406755566596985
507,0.5249094367027283
508,0.4718819260597229
509,0.5921233296394348
510,0.4179236590862274
511,0.3896138370037079
512,0.4045027196407318
513,0.3935556709766388
514,0.4313627779483795
515,0.368672639131546
516,0.3919902443885803
517,0.32772207260131836
518,0.315605103969574
519,0.44816526770591736
520,0.3390127122402191
521,0.3559815287590027
522,0.37596258521080017
523,0.41477859020233154
524,0.41566866636276245
525,0.34014996886253357
526,0.3455488979816437
527,0.3535642921924591
528,0.4187885522842407
529,0.5809977650642395
530,0.669467568397522
531,0.7447543144226074
532,1.0114023685455322
533,1.2829957008361816
534,2.1030476093292236
535,2.111185312271118
536,1.8664789199829102
537,1.7752056121826172
538,1.7654697895050049
539,1.6222443580627441
540,1.5100661516189575
541,1.974830150604248
542,1.8439133167266846
543,1.6083731651306152
544,1.3088572025299072
545,1.4475570917129517
546,1.4800618886947632
547,1.6195704936981201
548,1.4630522727966309
549,1.1536128520965576
550,1.1104609966278076
551,0.9842267036437988
552,0.8878817558288574
553,0.997779369354248
554,0.8658283948898315
555,0.8343372941017151
556,0.7830053567886353
557,0.7063117027282715
558,0.7165589928627014
559,0.6604450345039368
560,0.7769362926483154
561,0.7221129536628723
562,0.6973527073860168
563,0.6189671754837036
564,0.7537628412246704
565,0.7695571184158325
566,0.6779078245162964
567,0.6750460863113403
568,0.7167792916297913
569,0.6339284777641296
570,0.6281062960624695
571,0.5657274723052979
572,0.5139743089675903
573,0.5154379606246948
574,0.5163001418113708
575,0.4985065162181854
576,0.5276663303375244
577,0.6191174983978271
578,0.5937457084655762
579,0.6000889539718628
580,0.6484953165054321
581,0.7359082698822021
582,0.5630224943161011
583,0.6142946481704712
584,0.5008984804153442
585,0.5166522264480591
586,0.5414191484451294
587,0.569535493850708
588,0.49738702178001404
589,0.5410454273223877
590,0.4659176170825958
591,0.4671788811683655
592,0.45759984850883484
593,0.454179584980011
594,0.3992723524570465
595,0.5092641711235046
596,0.4555785059928894
597,0.427563339471817
598,0.5654491186141968
599,0.48698151111602783
600,0.44931671023368835
601,0.5275141000747681
602,0.4998597204685211
603,0.5094149708747864
604,0.5528866052627563
605,0.512490451335907
606,0.571270763874054
607,0.47500675916671753
608,0.49828770756721497
609,0.6028124094009399
610,0.6732378005981445
611,0.5235067009925842
612,0.4641818702220917
613,0.5570111870765686
614,0.4465814232826233
615,0.43981900811195374
616,0.4621380865573883
617,0.43923571705818176
618,0.37563589215278625
619,0.4022628366947174
620,0.4545689523220062
621,0.4198353588581085
622,0.3765474557876587
623,0.39813658595085144
624,0.4007295072078705
625,0.6497955322265625
626,0.6211803555488586
627,0.6092297434806824
628,0.47293686866760254
629,0.48319050669670105
630,0.49149227142333984
631,0.4240246117115021
632,0.4650387763977051
633,0.5730574727058411
634,0.5093270540237427
635,0.5326541066169739
636,0.5016490817070007
637,0.44440150260925293
638,0.4150034189224243
639,0.39960306882858276
640,0.4089963436126709
641,0.39496931433677673
642,0.3854152262210846
643,0.3658336102962494
644,0.5154504776000977
645,0.44520026445388794
646,0.35205772519111633
647,0.42781034111976624
648,0.4730517268180847
649,0.4503825604915619
650,0.5065551996231079
651,0.3896397054195404
652,0.47433850169181824
653,0.4207919239997864
654,0.4686485528945923
655,0.4153391420841217
656,0.42011353373527527
657,0.4406445622444153
658,0.43336790800094604
659,0.351761132478714
660,0.36040282249450684
661,0.43122878670692444
662,0.3694242537021637
663,0.5155820846557617
664,0.511015772819519
665,0.4771846830844879
666,0.38097742199897766
667,0.3799262046813965
668,0.369008332490921
669,0.3538227379322052
670,0.37893927097320557
671,0.36654582619667053
672,0.359758585691452
673,0.5115451216697693
674,0.4860273599624634
675,0.5394775867462158
676,0.4785352945327759
677,0.40595895051956177
678,0.7291471362113953
679,0.4399523437023163
680,0.3819487988948822
681,0.5015842914581299
682,0.43035179376602173
683,0.37552008032798767
684,0.395237535238266
685,0.3323206901550293
686,0.30297166109085083
687,0.4693562388420105
688,0.3099833130836487
689,0.3375266492366791
690,0.3172455132007599
691,0.3035891652107239
692,0.35876041650772095
693,0.33797189593315125
694,0.3575483560562134
695,0.3832820951938629
696,0.4139271676540375
697,0.5089066028594971
698,0.5532593131065369
699,0.6682174801826477
700,0.659377932548523
701,0.5931326746940613
702,0.49708086252212524
703,0.463901162147522
704,0.36549797654151917
705,0.3522649109363556
706,0.3804798424243927
707,0.3863583505153656
708,0.339718759059906
709,0.333967924118042
710,0.34975486993789673
711,0.31921833753585815
712,0.3647836148738861
713,0.2971002757549286
714,0.45871901512145996
715,0.26564887166023254
716,0.2619231641292572
717,0.4931793510913849
718,0.3431606888771057
719,0.28575414419174194
720,0.2953050434589386
721,0.8108365535736084
722,0.5733795762062073
723,0.5673738121986389
724,0.6059450507164001
725,0.49585509300231934
726,0.505630612373352
727,0.43971750140190125
728,0.36782246828079224
729,0.4374137818813324
730,0.3261243402957916
731,0.33561626076698303
732,0.3515627086162567
733,0.36821743845939636
734,0.3038780987262726
735,0.43986615538597107
736,0.32033276557922363
737,0.35426655411720276
738,0.3785240352153778
739,0.3453953266143799
740,0.4224601686000824
741,0.37335091829299927
742,0.3739430904388428
743,0.3495801091194153
744,0.40517517924308777
745,0.4007255733013153
746,0.4228249192237854
747,0.33949604630470276
748,0.3656550943851471
749,0.4062206447124481
750,0.334695965051651
751,0.3244633078575134
752,0.412977010011673
753,0.3741949200630188
754,0.3546784818172455
755,0.4419109523296356
756,0.3489415645599365
757,0.4054538905620575
758,0.35235342383384705
759,0.4368639290332794
760,0.31882280111312866
761,0.3172229826450348
762,0.3470087945461273
763,0.35941779613494873
764,0.3469258248806
765,0.30988484621047974
766,0.36723756790161133
767,0.3168043792247772
768,0.3305011987686157
769,0.49165648221969604
770,0.44841668009757996
771,0.426040917634964
772,0.425289124250412
773,0.4188961684703827
774,0.37534695863723755
775,0.3723808526992798
776,0.4130801856517792
777,0.3612469732761383
778,0.3565610945224762
779,0.327168345451355
780,0.33834922313690186
781,0.37099209427833557
782,0.31164342164993286
783,0.3175000548362732
784,0.29379501938819885
785,0.32178664207458496
786,0.29484838247299194
787,0.2752249538898468
788,0.27957597374916077
789,0.34288448095321655
790,0.3102969825267792
791,0.2924656569957733
792,0.2960081994533539
793,0.5050764083862305
794,0.5748733878135681
795,0.548834502696991
796,0.5192147493362427
797,0.4445365369319916
798,0.3830142617225647
799,0.4880462884902954
800,0.37072089314460754
801,0.43035686016082764
802,0.3812408149242401
803,0.41067424416542053
804,0.4313834607601166
805,0.39876097440719604
806,0.3468048870563507
807,0.3535550534725189
808,0.9491045475006104
809,1.9383888244628906
810,3.110801935195923
811,2.0378644466400146
812,2.4697887897491455
813,1.9633808135986328
814,1.47109055519104
815,1.905962586402893
816,1.7937756776809692
817,1.8879852294921875
818,1.7551757097244263
819,1.395303726196289
820,1.5272197723388672
821,1.5831961631774902
822,1.2283836603164673
823,1.2822195291519165
824,1.4272063970565796
825,1.3565855026245117
826,1.5542420148849487
827,1.372902750968933
828,1.2011148929595947
829,0.8959656357765198
830,1.1327626705169678
831,1.346551537513733
832,1.2227537631988525
833,1.0301309823989868
834,1.2393616437911987
835,0.8592792749404907
836,1.2050713300704956
837,0.892702579498291
838,0.8159763216972351
839,0.9311620593070984
840,0.9471001029014587
841,0.8957239985466003
842,1.054816484451294
843,0.7529330253601074
844,0.8222458362579346
845,0.7762062549591064
846,0.8186011910438538
847,0.9757596850395203
848,0.9773514866828918
849,0.9093329310417175
850,0.9046163558959961
851,0.769221842288971
852,0.9558252096176147
853,0.8293607234954834
854,0.7717106342315674
855,0.7175341844558716
856,0.7571563720703125
857,0.6876838207244873
858,0.8084149956703186
859,0.7149454951286316
860,0.7623315453529358
861,0.7200144529342651
862,0.7000547051429749
863,0.764961302280426
864,0.6665246486663818
865,0.8147594928741455
866,0.8766235709190369
867,0.9617903232574463
868,0.7591996788978577
